Due_date,Due_month,Due_band,Tenure_band,new_old,disbursal_category,reloan_type,payment_tenure,state,zone,cnt_due,amt_due,cnt_paid,collection_amount,sanction_amount
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,minus_4,MAHARASHTRA,West,2,34420.0,2,34420,28000.0
2025-10-30,2025-10-01,30K-40K,21-25D,New,NF,,DD,TAMIL NADU,South,1,31000.0,1,52500,75000.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_11,UTTAR PRADESH,North,2,17300.0,2,17300,14000.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_11,ANDHRA PRADESH,South,1,2976.0,1,2976,2400.0
2025-10-30,2025-10-01,10K-20K,<15D,New,NF,,minus_9,UTTAR PRADESH,North,2,25740.0,2,25740,21000.0
2025-10-30,2025-10-01,10K-20K,21-25D,New,NF,,minus_1,TELANGANA,South,2,25820.0,2,25820,21000.0
2025-10-30,2025-10-01,<10K,41-45D,Old,D,re_loan_normal_approved,plus_16_20,UTTAR PRADESH,North,1,2356.0,1,2356,1900.0
2025-10-30,2025-10-01,30K-40K,21-25D,New,NF,,DD,MAHARASHTRA,West,3,98700.0,3,98700,80000.0
2025-10-30,2025-10-01,10K-20K,21-25D,New,H,,minus_2,RAJASTHAN,North,1,16120.0,1,16120,13000.0
2025-10-30,2025-10-01,<10K,21-25D,New,NF,,DD,RAJASTHAN,North,2,11352.0,2,11352,9300.0
2025-10-30,2025-10-01,20K-30K,21-25D,New,NF,,DD,ANDHRA PRADESH,South,1,24924.0,1,24924,20100.0
2025-10-30,2025-10-01,<10K,21-25D,New,NF,,DD,MAHARASHTRA,West,7,55060.0,7,55060,45000.0
2025-10-30,2025-10-01,<10K,21-25D,New,H,,minus_2,ODISHA,East,2,15990.0,2,15990,13000.0
2025-10-30,2025-10-01,<10K,21-25D,Old,H,re_loan_normal_approved,plus_1,MADHYA PRADESH,West,1,3444.0,1,3752,2800.0
2025-10-30,2025-10-01,20K-30K,21-25D,New,NF,,minus_2,BIHAR,East,1,20910.0,1,19700,17000.0
2025-10-30,2025-10-01,20K-30K,21-25D,New,NF,,minus_3,BIHAR,East,0,0.0,0,100,17000.0
2025-10-30,2025-10-01,20K-30K,21-25D,New,NF,,minus_5,BIHAR,East,0,0.0,0,100,17000.0
2025-10-30,2025-10-01,20K-30K,21-25D,New,NF,,minus_7,BIHAR,East,0,0.0,0,100,17000.0
2025-10-30,2025-10-01,20K-30K,21-25D,New,NF,,minus_9,BIHAR,East,0,0.0,0,600,17000.0
2025-10-30,2025-10-01,20K-30K,21-25D,New,NF,,minus_15,BIHAR,East,0,0.0,0,310,68000.0
2025-10-30,2025-10-01,20K-30K,16-25D,New,NF,,minus_3,TAMIL NADU,South,2,44910.0,2,44910,37000.0
2025-10-30,2025-10-01,30K-40K,<15D,New,NF,,minus_15,MADHYA PRADESH,West,0,0.0,0,3500,120000.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_11,ODISHA,East,1,2952.0,1,2952,2400.0
2025-10-30,2025-10-01,10K-20K,21-25D,New,NF,,DD,CHANDIGARH,North,1,15990.0,1,15990,13000.0
2025-10-30,2025-10-01,10K-20K,<15D,New,D,,minus_15,ANDHRA PRADESH,South,1,18450.0,1,17000,45000.0
2025-10-30,2025-10-01,<10K,21-25D,New,NF,,DD,TELANGANA,South,2,15830.0,2,15830,13000.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,minus_5,DELHI,North,1,16236.0,1,16236,13200.0
2025-10-30,2025-10-01,20K-30K,16-25D,New,NF,,minus_2,MAHARASHTRA,West,1,20618.0,1,20618,16900.0
2025-10-30,2025-10-01,10K-20K,<15D,New,NF,,minus_15,WEST BENGAL,East,1,16348.0,1,16348,13400.0
2025-10-30,2025-10-01,20K-30K,21-25D,New,NF,,DD,WEST BENGAL,East,1,20862.0,1,20862,17100.0
2025-10-30,2025-10-01,30K-40K,<15D,New,NF,,minus_7,ANDHRA PRADESH,South,2,66720.0,2,66720,55100.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_8,MAHARASHTRA,West,2,10960.0,2,10960,9000.0
2025-10-30,2025-10-01,<10K,<15D,New,H,,minus_8,DELHI,North,1,4026.0,1,4026,3300.0
2025-10-30,2025-10-01,30K-40K,21-25D,New,NF,,minus_1,UTTAR PRADESH,North,2,61000.0,2,61000,50000.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,minus_2,PUNJAB,North,1,15860.0,1,15860,13000.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,minus_5,MADHYA PRADESH,West,1,9760.0,1,10260,10300.0
2025-10-30,2025-10-01,<10K,21-25D,New,NF,,DD,PUNJAB,North,2,17141.0,2,17141,14100.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_7,UTTAR PRADESH,North,1,8540.0,1,8540,7000.0
2025-10-30,2025-10-01,<10K,16-25D,New,J,,minus_4,MAHARASHTRA,West,1,2318.0,1,2318,1900.0
2025-10-30,2025-10-01,10K-20K,21-25D,New,H,,minus_1,KARNATAKA,South,1,17812.0,1,17812,14600.0
2025-10-30,2025-10-01,30K-40K,21-25D,New,NF,,DD,UTTARAKHAND,North,1,30012.0,1,30012,24600.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,E,,minus_2,ODISHA,East,1,14396.0,1,14396,11800.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_9,TAMIL NADU,South,1,9150.0,1,9150,7500.0
2025-10-30,2025-10-01,<10K,16-25D,New,J,,minus_6,ANDHRA PRADESH,South,1,4026.0,1,4026,3300.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,minus_5,KARNATAKA,South,1,2541.0,1,10721,17100.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,minus_1,ASSAM,East,1,15730.0,1,15730,13000.0
2025-10-30,2025-10-01,10K-20K,21-25D,New,NF,,DD,RAJASTHAN,North,1,14278.0,1,14278,11800.0
2025-10-30,2025-10-01,20K-30K,16-25D,New,NF,,minus_2,WEST BENGAL,East,1,27830.0,1,27830,23000.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,minus_2,MAHARASHTRA,West,2,31350.0,2,31350,26000.0
2025-10-30,2025-10-01,30K-40K,16-25D,New,NF,,DD,DELHI,North,2,71760.0,2,71760,59800.0
2025-10-30,2025-10-01,30K-40K,16-25D,New,NF,,minus_3,MAHARASHTRA,West,1,31800.0,1,31800,26500.0
2025-10-30,2025-10-01,30K-40K,16-25D,New,NF,,minus_15,MAHARASHTRA,West,0,0.0,0,66286,86500.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_5,TELANGANA,South,2,12120.0,2,12120,10100.0
2025-10-30,2025-10-01,10K-20K,>45D,New,NF,,plus_2,RAJASTHAN,North,1,15600.0,0,5000,13000.0
2025-10-30,2025-10-01,10K-20K,>45D,New,NF,,minus_1,RAJASTHAN,North,0,0.0,0,6000,13000.0
2025-10-30,2025-10-01,10K-20K,>45D,New,NF,,minus_15,RAJASTHAN,North,0,0.0,0,9932,13000.0
2025-10-30,2025-10-01,20K-30K,16-25D,New,NF,,DD,DELHI,North,1,27600.0,1,27600,23000.0
2025-10-30,2025-10-01,20K-30K,16-25D,New,NF,,minus_15,DELHI,North,0,0.0,0,17572,23000.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,DD,DELHI,North,3,41484.0,3,41484,34900.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,DD,ANDHRA PRADESH,South,2,33000.0,2,33000,28000.0
2025-10-30,2025-10-01,30K-40K,16-25D,New,NF,,DD,GUJARAT,West,2,66000.0,2,66000,80000.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,minus_1,KARNATAKA,South,3,22520.0,3,20340,19000.0
2025-10-30,2025-10-01,20K-30K,16-25D,New,NF,,DD,MAHARASHTRA,West,3,76700.0,3,76700,65000.0
2025-10-30,2025-10-01,<10K,>45D,New,NF,,plus_11_15,UTTAR PRADESH,North,1,9600.0,0,4000,13000.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,DD,MADHYA PRADESH,West,2,32040.0,2,32040,27000.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_7,GUJARAT,West,1,7320.0,1,2660,6100.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,minus_1,TELANGANA,South,1,2520.0,1,3436,6300.0
2025-10-30,2025-10-01,10K-20K,<15D,New,G,,minus_7,DELHI,North,1,14280.0,1,5187,11900.0
2025-10-30,2025-10-01,10K-20K,<15D,New,G,,minus_15,DELHI,North,0,0.0,0,9093,11900.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_5,BIHAR,East,1,3000.0,1,3000,2500.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,DD,UTTAR PRADESH,North,2,33300.0,2,28800,28000.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,minus_1,UTTAR PRADESH,North,1,14160.0,1,18660,51000.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,minus_5,UTTAR PRADESH,North,0,0.0,0,600,13000.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,minus_15,UTTAR PRADESH,North,0,0.0,0,10000,26000.0
2025-10-30,2025-10-01,20K-30K,21-25D,New,NF,,plus_1,WEST BENGAL,East,1,22200.0,1,24235,18500.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_8,BIHAR,East,2,16480.0,2,16480,14000.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,DD,MAHARASHTRA,West,4,57194.0,4,57194,48300.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_7,MADHYA PRADESH,West,2,7740.0,2,7740,6500.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,I,,DD,KARNATAKA,South,1,12600.0,1,12600,10500.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,DD,PUNJAB,North,1,14880.0,1,14880,12400.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_6,GUJARAT,West,1,6600.0,1,6600,5500.0
2025-10-30,2025-10-01,20K-30K,31-35D,New,NF,,plus_11_15,BIHAR,East,1,25320.0,1,3798,21100.0
2025-10-30,2025-10-01,20K-30K,31-35D,New,NF,,plus_8_10,BIHAR,East,0,0.0,0,25320,21100.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,plus_2,KARNATAKA,South,1,15340.0,1,15400,26000.0
2025-10-30,2025-10-01,10K-20K,31-35D,New,NF,,plus_16_20,UTTAR PRADESH,North,1,12744.0,1,2845,10800.0
2025-10-30,2025-10-01,10K-20K,31-35D,New,NF,,plus_11_15,UTTAR PRADESH,North,0,0.0,0,2000,10800.0
2025-10-30,2025-10-01,10K-20K,31-35D,New,NF,,plus_8_10,UTTAR PRADESH,North,0,0.0,0,4000,10800.0
2025-10-30,2025-10-01,10K-20K,31-35D,New,NF,,plus_3,UTTAR PRADESH,North,0,0.0,0,4000,10800.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,DD,MAHARASHTRA,West,3,22420.0,3,22420,19000.0
2025-10-30,2025-10-01,20K-30K,16-25D,New,NF,,minus_2,BIHAR,East,1,22538.0,1,22538,19100.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,DD,TELANGANA,South,2,7098.0,2,7098,6100.0
2025-10-30,2025-10-01,<10K,26-30D,New,D,,plus_8_10,BIHAR,East,1,2950.0,1,1502,2500.0
2025-10-30,2025-10-01,<10K,26-30D,New,D,,plus_3,BIHAR,East,0,0.0,0,300,2500.0
2025-10-30,2025-10-01,<10K,26-30D,New,D,,plus_2,BIHAR,East,0,0.0,0,1500,2500.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,DD,UTTAR PRADESH,North,4,27040.0,4,27040,23000.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_4,MADHYA PRADESH,West,2,15240.0,2,8099,13000.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,DD,HARYANA,North,2,28256.0,2,28256,24100.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,plus_1,TRIPURA,East,1,15340.0,1,16770,13000.0
2025-10-30,2025-10-01,<10K,21-25D,New,I,,plus_3,UTTARAKHAND,North,1,3776.0,1,3800,3200.0
2025-10-30,2025-10-01,<10K,16-25D,New,I,,minus_1,GUJARAT,West,1,4366.0,1,4366,3700.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,DD,RAJASTHAN,North,1,14160.0,1,14160,48000.0
2025-10-30,2025-10-01,10K-20K,<15D,New,NF,,minus_3,BIHAR,East,1,15340.0,1,15340,13000.0
2025-10-30,2025-10-01,<10K,16-25D,New,H,,minus_2,BIHAR,East,1,5074.0,1,5074,4300.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_14,UTTAR PRADESH,North,3,4807.0,3,4667,5100.0
2025-10-30,2025-10-01,<10K,<15D,New,E,,minus_8,MAHARASHTRA,West,1,3658.0,1,3658,3100.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,DD,KARNATAKA,South,4,29164.0,4,29164,24800.0
2025-10-30,2025-10-01,20K-30K,16-25D,New,NF,,DD,HARYANA,North,1,29500.0,1,29500,75000.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,DD,MADHYA PRADESH,West,3,20010.0,3,20010,17000.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,plus_2,TELANGANA,South,1,4838.0,1,5330,8200.0
2025-10-30,2025-10-01,20K-30K,<15D,New,NF,,minus_7,TELANGANA,South,1,20060.0,1,20060,17000.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_3,MAHARASHTRA,West,2,8868.0,2,8868,7600.0
2025-10-30,2025-10-01,20K-30K,<15D,New,NF,,minus_6,KARNATAKA,South,1,20060.0,1,20060,17000.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_4,WEST BENGAL,East,1,6490.0,1,6490,5500.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,minus_1,MADHYA PRADESH,West,1,2691.0,1,1291,4600.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,minus_2,MADHYA PRADESH,West,0,0.0,0,900,2300.0
2025-10-30,2025-10-01,<10K,26-30D,New,NF,,plus_11_15,UTTAR PRADESH,North,1,1989.0,1,490,1700.0
2025-10-30,2025-10-01,<10K,26-30D,New,NF,,plus_7,UTTAR PRADESH,North,0,0.0,0,500,1700.0
2025-10-30,2025-10-01,<10K,26-30D,New,NF,,plus_4,UTTAR PRADESH,North,0,0.0,0,500,1700.0
2025-10-30,2025-10-01,<10K,26-30D,New,NF,,plus_2,UTTAR PRADESH,North,0,0.0,0,500,1700.0
2025-10-30,2025-10-01,10K-20K,<15D,New,NF,,minus_8,KARNATAKA,South,1,15210.0,0,13000,13000.0
2025-10-30,2025-10-01,<10K,16-25D,Old,I,re_loan_normal_approved,DD,UTTAR PRADESH,North,1,6201.0,1,6201,5300.0
2025-10-30,2025-10-01,<10K,16-25D,New,NF,,DD,RAJASTHAN,North,2,8120.0,2,8120,7000.0
2025-10-30,2025-10-01,<10K,36-40D,New,NF,,plus_21_25,DELHI,North,1,5568.0,1,5568,4800.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,DD,MANIPUR,East,1,15080.0,1,15080,13000.0
2025-10-30,2025-10-01,10K-20K,16-25D,New,NF,,plus_1,UTTAR PRADESH,North,1,14036.0,1,15367,24200.0
2025-10-30,2025-10-01,<10K,<15D,New,E,,minus_1,RAJASTHAN,North,1,3016.0,1,3016,2600.0
2025-10-30,2025-10-01,<10K,<15D,New,NF,,minus_1,UTTAR PRADESH,North,1,8120.0,1,8120,7000.0
2025-10-30,2025-10-01,10K-20K,36-40D,New,NF,,plus_21_25,ANDHRA PRADESH,South,1,15080.0,1,15080,13000.0
2025-11-10,2025-11-01,<10K,26-30D,New,NF,,plus_1,UTTAR PRADESH,North,2,15700.0,2,24085,18500.0
2025-11-10,2025-11-01,<10K,<15D,New,E,,minus_15,ANDHRA PRADESH,South,1,1638.0,1,1638,1300.0
2025-11-10,2025-11-01,<10K,36-40D,New,NF,,plus_11_15,RAJASTHAN,North,1,1890.0,1,750,1500.0
2025-11-10,2025-11-01,<10K,36-40D,New,NF,,plus_8_10,RAJASTHAN,North,0,0.0,0,1175,1500.0
2025-11-10,2025-11-01,20K-30K,26-30D,New,NF,,plus_1,CHANDIGARH,North,1,20034.0,1,21783,15900.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_90+,MADHYA PRADESH,West,8,44410.0,0,,37000.0
2025-11-10,2025-11-01,<10K,26-30D,New,E,,DD,HARYANA,North,1,3654.0,1,3654,2900.0
2025-11-10,2025-11-01,10K-20K,21-25D,New,NF,,minus_2,KERALA,South,1,16380.0,1,16380,13000.0
2025-11-10,2025-11-01,10K-20K,26-30D,New,NF,,DD,MAHARASHTRA,West,1,16380.0,1,16380,13000.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_90+,BIHAR,East,16,98530.0,0,,81000.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_90+,ANDHRA PRADESH,South,14,83720.0,0,7050,69000.0
2025-11-10,2025-11-01,10K-20K,26-30D,New,E,,plus_2,ANDHRA PRADESH,South,1,17010.0,1,18630,13500.0
2025-11-10,2025-11-01,30K-40K,16-25D,New,E,,minus_10,ODISHA,East,1,33264.0,1,33264,26400.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_90+,KARNATAKA,South,10,57550.0,0,,46500.0
2025-11-10,2025-11-01,<10K,26-30D,New,NF,,plus_1,CHHATTISGARH,East,1,9450.0,1,10275,7500.0
2025-11-10,2025-11-01,10K-20K,21-25D,New,NF,,minus_2,WEST BENGAL,East,1,11340.0,1,11340,9000.0
2025-11-10,2025-11-01,10K-20K,21-25D,New,NF,,minus_1,WEST BENGAL,East,2,27664.0,2,27664,22100.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_90+,HARYANA,North,7,40780.0,0,,33500.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_90+,TAMIL NADU,South,8,50060.0,0,,41000.0
2025-11-10,2025-11-01,10K-20K,26-30D,New,NF,,DD,ANDHRA PRADESH,South,1,10710.0,1,10710,8500.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_90+,MAHARASHTRA,West,15,84545.0,0,,69500.0
2025-11-10,2025-11-01,<10K,26-30D,New,C,,DD,ODISHA,East,1,4410.0,1,4410,3500.0
2025-11-10,2025-11-01,<10K,21-25D,New,NF,,DD,ODISHA,East,2,11050.0,2,9750,9000.0
2025-11-10,2025-11-01,10K-20K,21-25D,New,NF,,DD,TELANGANA,South,1,14625.0,1,14625,11700.0
2025-11-10,2025-11-01,<10K,<15D,New,NF,,minus_11,ANDHRA PRADESH,South,2,11129.0,2,11129,9100.0
2025-11-10,2025-11-01,<10K,21-25D,New,NF,,minus_4,ODISHA,East,2,10500.0,2,10500,10800.0
2025-11-10,2025-11-01,<10K,<15D,New,E,,minus_15,UTTAR PRADESH,North,1,3125.0,1,3125,2500.0
2025-11-10,2025-11-01,<10K,>45D,New,E,,plus_90+,ANDHRA PRADESH,South,4,26050.0,0,,21000.0
2025-11-10,2025-11-01,10K-20K,21-25D,New,NF,,minus_1,DELHI,North,0,0.0,0,1250,32000.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_90+,UTTAR PRADESH,North,19,116210.0,0,,96000.0
2025-11-10,2025-11-01,<10K,21-25D,New,NF,,DD,UTTAR PRADESH,North,4,24655.0,4,24655,45900.0
2025-11-10,2025-11-01,10K-20K,>45D,New,NF,,plus_90+,KERALA,South,1,19375.0,0,,15500.0
2025-11-10,2025-11-01,10K-20K,>45D,New,NF,,plus_90+,ANDHRA PRADESH,South,3,47790.0,0,,39000.0
2025-11-10,2025-11-01,10K-20K,16-25D,New,NF,,minus_8,DELHI,North,1,14500.0,1,14500,11600.0
2025-11-10,2025-11-01,<10K,>45D,New,D,,plus_90+,MAHARASHTRA,West,2,10025.0,0,4300,8300.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_8_10,DELHI,North,2,11830.0,0,200,9500.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_90+,TELANGANA,South,9,56340.0,0,,47000.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_90+,ODISHA,East,9,49690.0,0,,41000.0
2025-11-10,2025-11-01,<10K,>45D,New,E,,plus_90+,UTTAR PRADESH,North,3,23350.0,0,,19000.0
2025-11-10,2025-11-01,<10K,21-25D,New,F,,minus_3,TAMIL NADU,South,1,8625.0,1,8625,6900.0
2025-11-10,2025-11-01,<10K,26-30D,New,E,,plus_3,UTTAR PRADESH,North,1,3625.0,1,3625,2900.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_90+,CHHATTISGARH,East,2,9200.0,0,,7500.0
2025-11-10,2025-11-01,<10K,31-35D,New,NF,,plus_7,GUJARAT,West,1,4500.0,1,5112,3600.0
2025-11-10,2025-11-01,<10K,21-25D,New,NF,,DD,MAHARASHTRA,West,3,19890.0,3,19890,26000.0
2025-11-10,2025-11-01,<10K,>45D,New,NF,,plus_90+,RAJASTHAN,North,7,44430.0,0,,37000.0
2025-11-10,2025-11-01,<10K,16-25D,New,NF,,minus_7,UTTAR PRADESH,North,1,6125.0,1,6125,4900.0
2025-11-10,2025-11-01,<10K,21-25D,New,NF,,minus_1,KERALA,South,1,5875.0,1,5875,4700.0
2025-11-10,2025-11-01,<10K,26-30D,Old,H,re_loan_normal_approved,plus_2,MAHARASHTRA,West,0,0.0,0,9900,32000.0
2025-11-10,2025-11-01,<10K,21-25D,New,H,,plus_1,ANDHRA PRADESH,South,1,1736.0,1,1890,1400.0
2025-11-10,2025-11-01,<10K,21-25D,New,NF,,DD,HARYANA,North,2,8500.0,2,8500,7000.0
2025-11-10,2025-11-01,<10K,<15D,Old,E,re_loan_normal_approved,minus_15,ANDHRA PRADESH,South,1,1736.0,1,1736,1400.0
2025-11-10,2025-11-01,<10K,21-25D,New,NF,,plus_1,BIHAR,East,2,12800.0,2,13955,10500.0
2025-11-10,2025-11-01,<10K,36-40D,Old,I,re_loan_normal_approved,plus_11_15,BIHAR,East,1,5580.0,1,1000,4500.0
2025-11-10,2025-11-01,<10K,36-40D,Old,I,re_loan_normal_approved,plus_8_10,BIHAR,East,0,0.0,0,330,4500.0
2025-11-10,2025-11-01,<10K,36-40D,Old,I,re_loan_normal_approved,plus_6,BIHAR,East,0,0.0,0,180,4500.0
2025-11-10,2025-11-01,<10K,36-40D,Old,I,re_loan_normal_approved,plus_4,BIHAR,East,0,0.0,0,421,4500.0
2025-11-10,2025-11-01,<10K,36-40D,Old,I,re_loan_normal_approved,plus_1,BIHAR,East,0,0.0,0,312,4500.0
2025-11-10,2025-11-01,<10K,36-40D,Old,I,re_loan_normal_approved,DD,BIHAR,East,0,0.0,0,1500,9000.0
2025-11-10,2025-11-01,<10K,36-40D,Old,I,re_loan_normal_approved,minus_3,BIHAR,East,0,0.0,0,700,9000.0
2025-11-10,2025-11-01,<10K,36-40D,Old,I,re_loan_normal_approved,minus_5,BIHAR,East,0,0.0,0,300,4500.0
2025-11-10,2025-11-01,<10K,36-40D,Old,I,re_loan_normal_approved,minus_7,BIHAR,East,0,0.0,0,230,4500.0
2025-11-10,2025-11-01,<10K,36-40D,Old,I,re_loan_normal_approved,minus_9,BIHAR,East,0,0.0,0,250,4500.0
2025-11-10,2025-11-01,<10K,36-40D,Old,I,re_loan_normal_approved,minus_14,BIHAR,East,0,0.0,0,200,4500.0
2025-11-10,2025-11-01,<10K,36-40D,Old,I,re_loan_normal_approved,minus_15,BIHAR,East,0,0.0,0,300,4500.0
2025-11-10,2025-11-01,<10K,36-40D,New,NF,,plus_16_20,MADHYA PRADESH,West,1,5580.0,1,4580,4500.0
2025-11-10,2025-11-01,<10K,36-40D,New,NF,,plus_8_10,MADHYA PRADESH,West,0,0.0,0,1000,4500.0
2025-11-10,2025-11-01,20K-30K,21-25D,New,G,,minus_2,HARYANA,North,1,21080.0,1,21080,17000.0
2025-11-10,2025-11-01,<10K,16-25D,Old,NF,re_loan_normal_approved,minus_5,ANDHRA PRADESH,South,2,17120.0,2,17120,14000.0
2025-11-10,2025-11-01,10K-20K,21-25D,New,A,,DD,RAJASTHAN,North,1,13268.0,1,13268,10700.0
2025-11-10,2025-11-01,10K-20K,21-25D,Old,NF,re_loan_normal_approved,minus_2,GUJARAT,West,1,16120.0,1,16120,13000.0
2025-11-10,2025-11-01,<10K,>45D,New,E,,plus_90+,KARNATAKA,South,2,17040.0,0,,14000.0
2025-11-10,2025-11-01,<10K,16-25D,New,NF,,minus_4,MAHARASHTRA,West,1,6050.0,1,8050,13000.0
2025-11-10,2025-11-01,<10K,16-25D,Old,NF,re_loan_normal_approved,minus_1,MAHARASHTRA,West,1,5445.0,1,5445,4500.0
2025-11-10,2025-11-01,<10K,16-25D,Old,H,re_loan_normal_approved,minus_1,HARYANA,North,1,2057.0,1,500,1700.0
2025-11-10,2025-11-01,<10K,16-25D,Old,H,re_loan_normal_approved,minus_8,HARYANA,North,0,0.0,0,500,1700.0
2025-11-10,2025-11-01,<10K,16-25D,Old,H,re_loan_normal_approved,minus_10,HARYANA,North,0,0.0,0,300,1700.0
2025-11-10,2025-11-01,<10K,16-25D,Old,H,re_loan_normal_approved,minus_12,HARYANA,North,0,0.0,0,400,1700.0
2025-11-10,2025-11-01,<10K,16-25D,Old,H,re_loan_normal_approved,minus_13,HARYANA,North,0,0.0,0,357,1700.0
2025-11-10,2025-11-01,10K-20K,16-25D,New,NF,,minus_5,MADHYA PRADESH,West,1,10890.0,1,10890,9000.0
2025-11-10,2025-11-01,<10K,16-25D,New,NF,,minus_1,TELANGANA,South,2,16700.0,2,16700,14000.0
2025-11-10,2025-11-01,<10K,16-25D,Old,NF,re_loan_normal_approved,minus_3,UTTAR PRADESH,North,2,16940.0,2,16940,14000.0
2025-11-10,2025-11-01,10K-20K,>45D,Old,NF,re_loan_normal_approved,plus_90+,ODISHA,East,1,10285.0,0,9000,68000.0
2025-11-10,2025-11-01,20K-30K,>45D,New,NF,,plus_90+,ODISHA,East,1,20570.0,0,,17000.0
2025-11-10,2025-11-01,<10K,16-25D,New,NF,,minus_3,MAHARASHTRA,West,1,4235.0,1,5500,11500.0
2025-11-10,2025-11-01,<10K,16-25D,New,NF,,minus_15,MAHARASHTRA,West,0,0.0,0,735,14000.0
2025-11-10,2025-11-01,<10K,<15D,New,H,,minus_8,DELHI,North,1,1694.0,1,1694,1400.0
2025-11-10,2025-11-01,<10K,16-25D,New,NF,,minus_1,MAHARASHTRA,West,2,15459.0,2,17459,20900.0
2025-11-10,2025-11-01,<10K,16-25D,New,B,,minus_1,TAMIL NADU,South,1,7986.0,1,7986,6600.0
2025-11-10,2025-11-01,<10K,16-25D,New,NF,,minus_4,KARNATAKA,South,2,8470.0,2,8200,7000.0
2025-11-10,2025-11-01,<10K,16-25D,New,E,,minus_3,TELANGANA,South,2,15680.0,2,11680,13000.0
2025-11-10,2025-11-01,10K-20K,>45D,New,NF,,plus_90+,MADHYA PRADESH,West,1,10285.0,0,,8500.0
2025-11-10,2025-11-01,<10K,21-25D,New,J,,plus_2,KERALA,South,1,2178.0,1,2394,7200.0
2025-11-10,2025-11-01,<10K,16-25D,New,NF,,minus_1,RAJASTHAN,North,2,15630.0,2,15630,13000.0
2025-11-10,2025-11-01,<10K,16-25D,New,NF,,minus_2,UTTAR PRADESH,North,4,26160.0,4,29160,27000.0
